row_name,consistency_model,consistency_cite,versioning,versioning_cite,tombstoning,tombstoning_cite,schema_evolution,schema_evolution_cite,namespace,namespace_cite,contradiction,contradiction_cite,forgetting,forgetting_cite
OpenEvidence (DeepConsult + Visits),not specified - vendor docs do not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance)
OpenMemory,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),user-controlled forget,inferred from primary tags (storage/update/governance)
OpenMemory MCP,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://mem0.ai/openmemory,user-controlled forget,inferred from primary tags (storage/update/governance)
Opera AI (formerly Aria),not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,always overwrite (last-write-wins),inferred from primary tags (storage/update/governance),user-controlled forget,inferred from primary tags (storage/update/governance)
Otter.ai,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always append (no resolution),https://otter.ai,none (permanent),inferred from primary tags (storage/update/governance)
PRIME,not specified - paper does not address this dimension,taxonomy/tags.json,snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2509.22315,consolidation/summarization,taxonomy/tags.json
PRINCIPLES,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,not specified - paper does not address this dimension,taxonomy/tags.json,schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://arxiv.org/abs/2509.17459,not specified - paper does not address this dimension,taxonomy/tags.json
PWM (Policy Learning with Large World Models),N/A,inferred from primary tags (storage/update/governance),snapshots,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),N/A,https://arxiv.org/abs/2407.02466,not specified - paper does not address this dimension,taxonomy/tags.json
Palantir Ontology,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,soft-delete only,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-tenant,inferred from primary tags (storage/update/governance),always overwrite (last-write-wins),https://www.palantir.com/platforms/foundry/ontology/,not specified - vendor docs do not address this dimension,taxonomy/tags.json
PathRAG,not specified - paper does not address this dimension,taxonomy/tags.json,none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),not specified - paper does not address this dimension,taxonomy/tags.json,N/A,https://github.com/BUPT-GAMMA/PathRAG,N/A,inferred from primary tags (storage/update/governance)
Perplexity Comet,not specified - vendor docs do not address this dimension,taxonomy/tags.json,immutable append-log,taxonomy/tags.json,append-only no delete,taxonomy/tags.json,free-form / no schema,inferred from primary tags (storage/update/governance),hierarchical,inferred from primary tags (storage/update/governance),always append (no resolution),inferred from primary tags (storage/update/governance),none (permanent),inferred from primary tags (storage/update/governance)
Perplexity Memory,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),free-form / no schema,inferred from primary tags (storage/update/governance),not specified - vendor docs do not address this dimension,taxonomy/tags.json,LLM resolves and overwrites,https://www.perplexity.ai/help-center/en/articles/10968016-memory,user-controlled forget,inferred from primary tags (storage/update/governance)
Personal.ai,not specified - vendor docs do not address this dimension,taxonomy/tags.json,not specified - vendor docs do not address this dimension,taxonomy/tags.json,hard-delete supported,inferred from primary tags (storage/update/governance),schema with migration,inferred from primary tags (storage/update/governance),per-user,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,inferred from primary tags (storage/update/governance),user-controlled forget,inferred from primary tags (storage/update/governance)
Pinecone,eventual,https://docs.pinecone.io/guides/data/data-freshness,none,https://docs.pinecone.io/reference/api,hard-delete supported,https://docs.pinecone.io/reference/api/2024-10/data-plane/delete,schema with migration,https://docs.pinecone.io/guides/indexes/schema,per-tenant,https://docs.pinecone.io/guides/indexes/use-namespaces,always overwrite (last-write-wins),https://docs.pinecone.io/reference/api/2024-10/data-plane/upsert,user-controlled forget,https://docs.pinecone.io/reference/api/2024-10/data-plane/delete
Planning from Imagination,N/A,inferred from primary tags (storage/update/governance),none,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),schema locked,inferred from primary tags (storage/update/governance),N/A,inferred from primary tags (storage/update/governance),LLM resolves and overwrites,https://arxiv.org/abs/2412.01857,N/A,inferred from primary tags (storage/update/governance)
